business_id,food.pos,food.neg,service.pos,service.neg,ambience.pos,ambience.neg,price.pos,price.neg,misc.pos,misc.neg,review counts,star,fp,fn,sp,sn,ap,an,pp,pn,mp,mn
LJEoHxM8wow4nSaObqXzSg,63.75,-39.6875,75,-34,20.25,-12,15.5,-7,16,-7.5,40,3,1.59375,-0.9921875,1.875,-0.85,0.50625,-0.3,0.3875,-0.175,0.4,-0.1875
lkM72Y21bjBqUGaW7iL7tQ,173.9375,-87.5,184,-93.75,60,-28.5,36,-12,29,-8.5,83,3,2.09563253,-1.054216867,2.21686747,-1.129518072,0.722891566,-0.343373494,0.43373494,-0.144578313,0.34939759,-0.102409639
lkvHG6proAFP8_evKhdxKA,97.25,-57.75,60,-24.75,15,-12,29,-7,12,-1,43,3.5,2.261627907,-1.343023256,1.395348837,-0.575581395,0.348837209,-0.279069767,0.674418605,-0.162790698,0.279069767,-0.023255814
l-nL4BmhzpZjcavooO48PQ,86.25,-23.5,63,-14.5,25.5,-7,11,-2,3,-3.5,31,3.5,2.782258065,-0.758064516,2.032258065,-0.467741935,0.822580645,-0.225806452,0.35483871,-0.064516129,0.096774194,-0.112903226
LoB-Ho9DRsNcWkoz_a_vJA,57.5,-18,77.5,-11.5,20.5,-7.5,1,-4.5,7.5,-4,14,3,4.107142857,-1.285714286,5.535714286,-0.821428571,1.464285714,-0.535714286,0.071428571,-0.321428571,0.535714286,-0.285714286
lP8Qx2Lv0rjgTgDOvs_2Sg,76.25,-38,53.5,-35.5,22.5,-19.75,11.5,-5,6,-5,35,3,2.178571429,-1.085714286,1.528571429,-1.014285714,0.642857143,-0.564285714,0.328571429,-0.142857143,0.171428571,-0.142857143
Lpp8IiUVEhJzF4Fb8DkScQ,83.375,-12,66.25,-26,22.5,-5,7,-3.5,14,-4,41,4,2.033536585,-0.292682927,1.615853659,-0.634146341,0.548780488,-0.12195122,0.170731707,-0.085365854,0.341463415,-0.097560976
lpqtCUzSnKc1QGi4wO6ovQ,160.75,-18.25,85,-22.625,37.375,-10,15,-3,20,-6.5,48,4,3.348958333,-0.380208333,1.770833333,-0.471354167,0.778645833,-0.208333333,0.3125,-0.0625,0.416666667,-0.135416667
LqagbpfV0I0ZeanblrrZsA,32.25,-16,32,-13.5,10.5,-14,9,-2,5.5,0,11,3.5,2.931818182,-1.454545455,2.909090909,-1.227272727,0.954545455,-1.272727273,0.818181818,-0.181818182,0.5,0
LRJV0rsDft621knYC86SPA,65.75,-9.5,62.5,-19,22.75,-2,13,-3,10,-1,37,3.5,1.777027027,-0.256756757,1.689189189,-0.513513514,0.614864865,-0.054054054,0.351351351,-0.081081081,0.27027027,-0.027027027
LRPp4mqZ0DLq9Vx-E2MnxA,18,-12.5,23.5,-9,6,-1.5,0,-2,7.75,-4,13,4,1.384615385,-0.961538462,1.807692308,-0.692307692,0.461538462,-0.115384615,0,-0.153846154,0.596153846,-0.307692308
ls3r7doDW0p65cwMWxEIdQ,20.5,-9,15,-16,13,-7,6,0,2,-1,11,2.5,1.863636364,-0.818181818,1.363636364,-1.454545455,1.181818182,-0.636363636,0.545454545,0,0.181818182,-0.090909091
lTIt-3zKyluCPFwdu78JSA,24,-30.5,32.625,-11.75,10,-1.5,3.5,-3,1,-2,12,3,2,-2.541666667,2.71875,-0.979166667,0.833333333,-0.125,0.291666667,-0.25,0.083333333,-0.166666667
lv3h7WwuxPyJNLTeWeL5LQ,116.75,-126.25,120.125,-129,37,-42,32,-12,23,-4,59,2.5,1.978813559,-2.139830508,2.036016949,-2.186440678,0.627118644,-0.711864407,0.542372881,-0.203389831,0.389830508,-0.06779661
Lv9wzkvPrVG-VdPGcw53_A,264.875,-71,212,-137.5,80.25,-44.125,48.5,-18.5,25.5,-11.5,82,3.5,3.230182927,-0.865853659,2.585365854,-1.676829268,0.978658537,-0.538109756,0.591463415,-0.225609756,0.31097561,-0.140243902
lvU7Mu7YU_2Gfw6QvsKqqw,218,-80.25,175.75,-72.5,83,-52.25,35,-4,25,-9,103,3.5,2.116504854,-0.779126214,1.70631068,-0.703883495,0.805825243,-0.507281553,0.339805825,-0.038834951,0.242718447,-0.087378641
Ly48L1qSRdLpCSWcs_DWIw,289.5,-125.75,226.125,-102.25,94.25,-43.5,34.25,-15.5,30,-22,135,3,2.144444444,-0.931481481,1.675,-0.757407407,0.698148148,-0.322222222,0.253703704,-0.114814815,0.222222222,-0.162962963
LY80tYTJSgJeCalv2c62Cg,75.25,-26,68.5,-14,7.5,-3,13.5,0,13.5,-1,17,3.5,4.426470588,-1.529411765,4.029411765,-0.823529412,0.441176471,-0.176470588,0.794117647,0,0.794117647,-0.058823529
LZvA9pglGyUWQ0sZJiOzXg,25.25,-11.5,21.375,-12.5,5,-8,2,-2,4,-2,16,3,1.578125,-0.71875,1.3359375,-0.78125,0.3125,-0.5,0.125,-0.125,0.25,-0.125
M_fzy4_KslKoXeyZ022Z8g,335.75,-165.25,232.625,-76.5,73.625,-21,41.125,-14,45,-13.5,88,3.5,3.815340909,-1.877840909,2.643465909,-0.869318182,0.836647727,-0.238636364,0.467329545,-0.159090909,0.511363636,-0.153409091
M1JSUyCkrdRhNFivDbC0LA,123,-50.5,71.75,-64.5,31.75,-21,8.5,-2,8.25,-7,28,2.5,4.392857143,-1.803571429,2.5625,-2.303571429,1.133928571,-0.75,0.303571429,-0.071428571,0.294642857,-0.25
M28FGxlpihDrbPCuTfUB6w,56.75,-40.5,49.5,-22,11,-16.875,3,-3,5,-7,29,3,1.956896552,-1.396551724,1.706896552,-0.75862069,0.379310345,-0.581896552,0.103448276,-0.103448276,0.172413793,-0.24137931
m7a1SG9yXes6Ir_ULzjWKA,30.875,-5,21.5,-7.5,14.5,-2,3,-1.75,4,-3,10,2.5,3.0875,-0.5,2.15,-0.75,1.45,-0.2,0.3,-0.175,0.4,-0.3
MbDMS-I2eHoEWR5XMZ9YxQ,22.25,-5,20.75,-3,3,0,4,0,5,-1,14,4,1.589285714,-0.357142857,1.482142857,-0.214285714,0.214285714,0,0.285714286,0,0.357142857,-0.071428571
mBHYTLynxk-Ryq56QIx6cw,68,-14,31,-7,9.5,0,3.5,-1,12.5,-2,23,4,2.956521739,-0.608695652,1.347826087,-0.304347826,0.413043478,0,0.152173913,-0.043478261,0.543478261,-0.086956522
MCwSzkOLLy3uNHitBqbThw,8,-9,8.5,-7,1,-4.5,2,-2,3,-2,12,2,0.666666667,-0.75,0.708333333,-0.583333333,0.083333333,-0.375,0.166666667,-0.166666667,0.25,-0.166666667
MDeqp3L79cq3h11_nW5umw,28.5,-23.5,43.5,-18.5,9.5,-10,11.5,-3,10,-1,20,3.5,1.425,-1.175,2.175,-0.925,0.475,-0.5,0.575,-0.15,0.5,-0.05
MDInVOKvIetk_OIpKd2Ofw,102.5,-21.5,83.75,-27.5,35.75,-7,7,-3.5,10,-3,47,4,2.180851064,-0.457446809,1.781914894,-0.585106383,0.760638298,-0.14893617,0.14893617,-0.074468085,0.212765957,-0.063829787
MdS6EHt2RZFpn9fQXZc9Ig,88.875,-46.5,106.25,-63.25,34.5,-17,19.5,-15.5,22.5,-5,54,3,1.645833333,-0.861111111,1.967592593,-1.171296296,0.638888889,-0.314814815,0.361111111,-0.287037037,0.416666667,-0.092592593
mDUQCaoZTNsouuxJ2KlAoQ,31.5,-18.5,25.25,-30.25,14.5,-4.5,3,-1,8,-6,23,2,1.369565217,-0.804347826,1.097826087,-1.315217391,0.630434783,-0.195652174,0.130434783,-0.043478261,0.347826087,-0.260869565
MeEvtL0DA11Vla25vix_0A,92,-20,54.375,-15.5,20.5,-1,13,-3,13.5,-6.5,34,3.5,2.705882353,-0.588235294,1.599264706,-0.455882353,0.602941176,-0.029411765,0.382352941,-0.088235294,0.397058824,-0.191176471
mevOvXMnlTLbSl4w8fcG2A,53.75,-1,48.75,-4.5,18.5,-1,20.5,-1,4.5,0,18,4,2.986111111,-0.055555556,2.708333333,-0.25,1.027777778,-0.055555556,1.138888889,-0.055555556,0.25,0
miVPtdbi2xGoZUmYDXZpCQ,24.75,-10,25.75,-6.5,3.25,0,2,-3.5,3.5,-1,12,3.5,2.0625,-0.833333333,2.145833333,-0.541666667,0.270833333,0,0.166666667,-0.291666667,0.291666667,-0.083333333
Mkpg9S2j0ZrZc3q-VjfLsA,504.5,-148,481.625,-154.5,175.125,-31.75,80.375,-12.5,66,-11,190,3.5,2.655263158,-0.778947368,2.534868421,-0.813157895,0.921710526,-0.167105263,0.423026316,-0.065789474,0.347368421,-0.057894737
mkQ31BFYV8ri7znJpHd7Ww,155.25,-100,150.625,-107,58,-38,25.5,-10,35.5,-12.5,92,3.5,1.6875,-1.086956522,1.637228261,-1.163043478,0.630434783,-0.413043478,0.277173913,-0.108695652,0.385869565,-0.135869565
Mksyt1TZQ-7vzCZjeuzfAg,816,-347.625,751,-332.375,255.75,-106.25,71.5,-20.5,188,-40,254,3,3.212598425,-1.368602362,2.956692913,-1.308562992,1.006889764,-0.418307087,0.281496063,-0.080708661,0.74015748,-0.157480315
MKviRVX2QxRgGS6juCEeYg,16.5,-9.5,21.5,-10,7,0,1,-1,3.5,-1.5,13,3.5,1.269230769,-0.730769231,1.653846154,-0.769230769,0.538461538,0,0.076923077,-0.076923077,0.269230769,-0.115384615
MLVBJjbgk3sLZYyxqBD4XA,284.5,-118.5,221.875,-85.375,56,-24,43,-27,20,-6,101,3,2.816831683,-1.173267327,2.196782178,-0.84529703,0.554455446,-0.237623762,0.425742574,-0.267326733,0.198019802,-0.059405941
mM5XynUk82upOm43mIJFHw,132.75,-31.5,147,-19,43.75,-3,20,0,17.5,-2,47,4.5,2.824468085,-0.670212766,3.127659574,-0.404255319,0.930851064,-0.063829787,0.425531915,0,0.372340426,-0.042553191
mmt2tfx6HkMPVJs2Ecr-Sw,151.5,-49,106.5,-50,39,-10,31.5,-5.5,21.75,-5.5,64,3.5,2.3671875,-0.765625,1.6640625,-0.78125,0.609375,-0.15625,0.4921875,-0.0859375,0.33984375,-0.0859375
Mn8PTuxCUu1A2_RlwXv3kw,50.5,-8.5,47.875,-19.5,20,-6,7.25,-4,4,0,18,4,2.805555556,-0.472222222,2.659722222,-1.083333333,1.111111111,-0.333333333,0.402777778,-0.222222222,0.222222222,0
mNRAFxAqL31c2Y96LEKggA,23,-10.5,24.5,-4,9,-5,5,-2,9,-1,14,3.5,1.642857143,-0.75,1.75,-0.285714286,0.642857143,-0.357142857,0.357142857,-0.142857143,0.642857143,-0.071428571
MpmN8iB7wJqYOIjVAsUr8w,22.25,-6.75,18.25,-5.5,9,-6,2,-1,4,-2,10,2.5,2.225,-0.675,1.825,-0.55,0.9,-0.6,0.2,-0.1,0.4,-0.2
MRoTUJyR2TVpvDdbOAtBlQ,80.25,-11,63.5,-6,27,-4,10.25,0,17,0,31,4,2.588709677,-0.35483871,2.048387097,-0.193548387,0.870967742,-0.129032258,0.330645161,0,0.548387097,0
M-rqZ56wTGSNoIIsBSlhDA,57.75,-25,45.5,-21.5,14,-20,13,-9,4,0,34,3,1.698529412,-0.735294118,1.338235294,-0.632352941,0.411764706,-0.588235294,0.382352941,-0.264705882,0.117647059,0
mr-w96_vgHpfLmQtfFkkXw,27.5,-9.5,35.5,-9.5,14.75,-6,2,-3,3,-2,17,3,1.617647059,-0.558823529,2.088235294,-0.558823529,0.867647059,-0.352941176,0.117647059,-0.176470588,0.176470588,-0.117647059
Msw1bg7KGcZ87NEAoABIJg,56.5,-6,37.75,-3.5,10.75,-2,6.5,-1,17.25,-2,17,4,3.323529412,-0.352941176,2.220588235,-0.205882353,0.632352941,-0.117647059,0.382352941,-0.058823529,1.014705882,-0.117647059
Mt0OqthtNCKACj1PbKoHxQ,71,-26.5,35.5,-15,21.5,-3,11.5,0,9,0,26,3.5,2.730769231,-1.019230769,1.365384615,-0.576923077,0.826923077,-0.115384615,0.442307692,0,0.346153846,0
mt5kFJr1rOqIajMguELR9Q,57.25,-63.5,57.75,-55,14,-41,12,-3,4.5,-1,33,2.5,1.734848485,-1.924242424,1.75,-1.666666667,0.424242424,-1.242424242,0.363636364,-0.090909091,0.136363636,-0.03030303
Mv3pO01Alty1pXQwi-Uy5A,29,-8,27.5,-12,7,-7.5,4,-1,4,-2,14,3,2.071428571,-0.571428571,1.964285714,-0.857142857,0.5,-0.535714286,0.285714286,-0.071428571,0.285714286,-0.142857143
MVBCWXTDtU8C1Qh5mMNSKA,112,-131.5,84,-109.375,32.25,-17.5,22.5,-14.5,11.5,-19,63,2.5,1.777777778,-2.087301587,1.333333333,-1.736111111,0.511904762,-0.277777778,0.357142857,-0.23015873,0.182539683,-0.301587302
MWJg4LxOm9c7VGi1KrL5Ug,30.5,-34.75,30,-22.25,5,-20.5,6.25,-2,6,-1,18,3,1.694444444,-1.930555556,1.666666667,-1.236111111,0.277777778,-1.138888889,0.347222222,-0.111111111,0.333333333,-0.055555556
mymlOeTImIWcvZWFZVvbXQ,35,-12,19.5,-8,10,-7,3.5,-3,1,0,13,3.5,2.692307692,-0.923076923,1.5,-0.615384615,0.769230769,-0.538461538,0.269230769,-0.230769231,0.076923077,0
mYr9GB-kjRW6I_fDql1Z6A,28.5,-8,16,-7,13.5,-5,2,0,1,-2,14,3.5,2.035714286,-0.571428571,1.142857143,-0.5,0.964285714,-0.357142857,0.142857143,0,0.071428571,-0.142857143
N_6ct6DK7YYRLfo0GxW_2g,67.5,-67,46.5,-28.25,26,-7,9,-4,8,-5.75,31,3,2.177419355,-2.161290323,1.5,-0.911290323,0.838709677,-0.225806452,0.290322581,-0.129032258,0.258064516,-0.185483871
n_J4ryIX_f2CVdse8Wd-Ig,83.75,-40,84.75,-26.5,17,-14,13.5,-5,19,-1,32,3,2.6171875,-1.25,2.6484375,-0.828125,0.53125,-0.4375,0.421875,-0.15625,0.59375,-0.03125
N0l4hT7UCywbZ9UEZ1R9kQ,872.125,-406.75,673.5,-265.25,246.25,-90.75,92.5,-29.5,127,-47,233,3.5,3.743025751,-1.745708155,2.89055794,-1.138412017,1.056866953,-0.389484979,0.396995708,-0.126609442,0.545064378,-0.201716738
n4Nvr46Gqt75ok_ykftcXw,24,-8.5,11.5,-4.5,15,-4,3.5,-4,2,-2,10,3,2.4,-0.85,1.15,-0.45,1.5,-0.4,0.35,-0.4,0.2,-0.2
n6eRADUe9PXz3qfZ69hT8A,52,-26.5,49.75,-7.5,9,-17,5.5,-15,11.25,0,17,3,3.058823529,-1.558823529,2.926470588,-0.441176471,0.529411765,-1,0.323529412,-0.882352941,0.661764706,0
N6x7JkfDLqLoO4WUHetiEA,38,-12.5,26,-3,4,-2,5.5,0,6.5,0,15,3.5,2.533333333,-0.833333333,1.733333333,-0.2,0.266666667,-0.133333333,0.366666667,0,0.433333333,0
n72smZw1iVORdnjGfFT0FQ,287.25,-144,238.75,-102,81.25,-41,64.5,-19.375,33,-13.5,127,3,2.261811024,-1.133858268,1.87992126,-0.803149606,0.63976378,-0.322834646,0.507874016,-0.152559055,0.25984252,-0.106299213
N7wlv3nrhDPuDDY8yX6QvQ,65.5,-44.5,79.75,-35,24.5,-14,17.25,0,6,-1,39,3,1.679487179,-1.141025641,2.044871795,-0.897435897,0.628205128,-0.358974359,0.442307692,0,0.153846154,-0.025641026
N97-DBkCFBy69maCMkUG1A,45.875,-83.5,66.5,-76,14.5,-34.5,4,-4.5,3,-13,32,2.5,1.43359375,-2.609375,2.078125,-2.375,0.453125,-1.078125,0.125,-0.140625,0.09375,-0.40625
naIri3sawHNvekftRyrasg,53.25,-26.75,30.5,-17,6,-11.5,6,-3.25,8,-4.5,17,3,3.132352941,-1.573529412,1.794117647,-1,0.352941176,-0.676470588,0.352941176,-0.191176471,0.470588235,-0.264705882
NaO8109RYqscYu8fLzURsQ,54.25,-25.5,41.625,-12.125,31.375,-12,17,-3.5,1,-3,21,3,2.583333333,-1.214285714,1.982142857,-0.577380952,1.494047619,-0.571428571,0.80952381,-0.166666667,0.047619048,-0.142857143
naTXjWzBdINebf6jfnwtwA,20,-12,11,-24,6,-3,2,-1,3,-2.5,13,2.5,1.538461538,-0.923076923,0.846153846,-1.846153846,0.461538462,-0.230769231,0.153846154,-0.076923077,0.230769231,-0.192307692
NbaP_lZTns_GbTSkQz_KIw,61,-64.5,46.75,-25.25,21.5,-10,9,-5.5,4,-4.5,27,2.5,2.259259259,-2.388888889,1.731481481,-0.935185185,0.796296296,-0.37037037,0.333333333,-0.203703704,0.148148148,-0.166666667
nddvI420y7BKvp6nO8bfMg,29,-10,18.5,-13,4,-9,1,0,4,0,13,3,2.230769231,-0.769230769,1.423076923,-1,0.307692308,-0.692307692,0.076923077,0,0.307692308,0
NdpvGGF4cLrdnA6ydSZz3g,252.5,-97.5,317.25,-124.5,104.875,-47.5,28.5,-12,30.5,-11.5,97,3,2.603092784,-1.005154639,3.270618557,-1.283505155,1.081185567,-0.489690722,0.293814433,-0.12371134,0.31443299,-0.118556701
nDTNgSf1IZKz-qHXySxG1w,13.5,-19.5,15.5,-7,8,-1,3,0,1,0,10,3,1.35,-1.95,1.55,-0.7,0.8,-0.1,0.3,0,0.1,0
NE596RKQomLvdrWiM9DYWg,23.75,-12.5,27.5,-21,3,0,3,-3.5,3,-4,13,3,1.826923077,-0.961538462,2.115384615,-1.615384615,0.230769231,0,0.230769231,-0.269230769,0.230769231,-0.307692308
neNQJHi50U4z8N-XUgRNnA,54,-18.5,30.25,-7.5,11,-4,7,0,5.5,-2,17,4.5,3.176470588,-1.088235294,1.779411765,-0.441176471,0.647058824,-0.235294118,0.411764706,0,0.323529412,-0.117647059
NF6di6YcQxN0rDAleE7SyQ,430.75,-161,304.25,-119,149,-63,53,-32.25,38.5,-15.5,160,3.5,2.6921875,-1.00625,1.9015625,-0.74375,0.93125,-0.39375,0.33125,-0.2015625,0.240625,-0.096875
nFktMPlUZh06-dGTg4HdPw,60,-16,40.5,-9,17,-8,12.5,-3,9.5,-1,26,4,2.307692308,-0.615384615,1.557692308,-0.346153846,0.653846154,-0.307692308,0.480769231,-0.115384615,0.365384615,-0.038461538
nG0OoboGrModOpvmxL93lA,35.5,-13.5,18.5,-18,9.5,-4,4.5,0,4,-2,16,4,2.21875,-0.84375,1.15625,-1.125,0.59375,-0.25,0.28125,0,0.25,-0.125
nGAw4TZ8pBT7ZQxi-Mxf8Q,33,-18,23,-15,4,-3,7,-1,4,0,12,2.5,2.75,-1.5,1.916666667,-1.25,0.333333333,-0.25,0.583333333,-0.083333333,0.333333333,0
nGCKQlzat6nEKTImlpg_hg,28.75,-13,24.5,-14,6.25,-8,5,0,4,-1,14,3.5,2.053571429,-0.928571429,1.75,-1,0.446428571,-0.571428571,0.357142857,0,0.285714286,-0.071428571
nH9sGGOaW0ONeIYcmsK3EQ,137,-99.5,121,-77.75,38.5,-21,25.5,-15.5,10,-15,57,3,2.403508772,-1.745614035,2.122807018,-1.364035088,0.675438596,-0.368421053,0.447368421,-0.271929825,0.175438596,-0.263157895
NImT1XHwwUmoHaPEjIIwRQ,146.25,-53,120,-57.25,47.5,-14,25.5,-6,21.5,-7,70,3.5,2.089285714,-0.757142857,1.714285714,-0.817857143,0.678571429,-0.2,0.364285714,-0.085714286,0.307142857,-0.1
nJ0vbPf5jh5Kpe9Dno-8uA,23,-13.5,27.25,-21,8,-8,3,0,6,-2,14,4,1.642857143,-0.964285714,1.946428571,-1.5,0.571428571,-0.571428571,0.214285714,0,0.428571429,-0.142857143
NJyTPOukXuLK8vabKw7nvA,68.75,-55,87,-23,20.5,-13.25,12,-2.5,17,0,34,3,2.022058824,-1.617647059,2.558823529,-0.676470588,0.602941176,-0.389705882,0.352941176,-0.073529412,0.5,0
NKHvmp19c6wrm0dZXcLtmQ,481.625,-190.5,251.375,-158.25,121.25,-60,43.5,-22,47.25,-20.5,135,3,3.567592593,-1.411111111,1.862037037,-1.172222222,0.898148148,-0.444444444,0.322222222,-0.162962963,0.35,-0.151851852
NKYirjjTpzezUi4Rhj64bA,170.25,-95.5,180,-83.5,75.5,-43.25,29.5,-7.5,38.5,-13,110,3,1.547727273,-0.868181818,1.636363636,-0.759090909,0.686363636,-0.393181818,0.268181818,-0.068181818,0.35,-0.118181818
NMQb_TvWEOGkaZDrNC03wA,86,-30.75,80.875,-36.5,15.5,-5.5,11,-8,24,-6,38,3.5,2.263157895,-0.809210526,2.128289474,-0.960526316,0.407894737,-0.144736842,0.289473684,-0.210526316,0.631578947,-0.157894737
NncsqhAElh0zykYdUULByg,63,-19.75,55.25,-38.25,26.25,-17,17.5,0,12,-9.5,45,3.5,1.4,-0.438888889,1.227777778,-0.85,0.583333333,-0.377777778,0.388888889,0,0.266666667,-0.211111111
nPatYo3wQ7tcvx7nzOU4GQ,24.5,-17,29.5,-20.5,12,-5,10,-3,3.875,-4,26,2.5,0.942307692,-0.653846154,1.134615385,-0.788461538,0.461538462,-0.192307692,0.384615385,-0.115384615,0.149038462,-0.153846154
NPiVx-WKsuOEl1v0eWdxYg,45.75,-23.5,49,-42.75,13,-10.5,6.25,-5,10,0,24,2.5,1.90625,-0.979166667,2.041666667,-1.78125,0.541666667,-0.4375,0.260416667,-0.208333333,0.416666667,0
nplCF1hjAn948EMAaJAazA,54,-11,44.75,-16.75,20.5,-2,6.75,-3.5,6,-2,24,2.5,2.25,-0.458333333,1.864583333,-0.697916667,0.854166667,-0.083333333,0.28125,-0.145833333,0.25,-0.083333333
nQe4TPwn3iGiWlRWqguhwg,126.375,-19.625,130.25,-49,49.75,-17.5,27,-6,16,-5,69,4,1.831521739,-0.28442029,1.887681159,-0.710144928,0.721014493,-0.253623188,0.391304348,-0.086956522,0.231884058,-0.072463768
nqnVKM55nIZn8fNH1fIJPA,99.875,-23.5,73.5,-16,24,-6,10.5,-2,9.125,-1,36,4,2.774305556,-0.652777778,2.041666667,-0.444444444,0.666666667,-0.166666667,0.291666667,-0.055555556,0.253472222,-0.027777778
NSGFzlDGs71v43Y7a1XH0A,40.875,-33.5,36.5,-29,9,-5,4,0,4,-1,19,2.5,2.151315789,-1.763157895,1.921052632,-1.526315789,0.473684211,-0.263157895,0.210526316,0,0.210526316,-0.052631579
nt4u1wSGcvxZL6e15oViWw,82.75,-74.5,69,-74.5,27,-12,14,-9,10.75,-26,45,2.5,1.838888889,-1.655555556,1.533333333,-1.655555556,0.6,-0.266666667,0.311111111,-0.2,0.238888889,-0.577777778
nTQhgQZa7HhIpyM0ICC1mw,92.75,-14.5,70.875,-19,24.25,0,10,-1,17.1875,-8.5,32,3.5,2.8984375,-0.453125,2.21484375,-0.59375,0.7578125,0,0.3125,-0.03125,0.537109375,-0.265625
nU5WbRjhoGbLKNQzFq0zjg,28.25,-20,5.5,-11.5,4,-2,6,0,1,-1,10,3,2.825,-2,0.55,-1.15,0.4,-0.2,0.6,0,0.1,-0.1
nV8mDMin6c964MgjK6JZgg,128.75,-62.5,169,-74,61.5,-20,29,-7,16,-5.5,65,3,1.980769231,-0.961538462,2.6,-1.138461538,0.946153846,-0.307692308,0.446153846,-0.107692308,0.246153846,-0.084615385
Nvd7jbpKcFhpFlWOivEH6A,37.5,-2,30,-7,8,-3,7,-1,4.5,-1,18,3,2.083333333,-0.111111111,1.666666667,-0.388888889,0.444444444,-0.166666667,0.388888889,-0.055555556,0.25,-0.055555556
nZk009qoCNuPeDCn1hey7A,13.5,-5,24.75,-6,12,-3,4,0,9,0,12,4.5,1.125,-0.416666667,2.0625,-0.5,1,-0.25,0.333333333,0,0.75,0
O_9K3WhlGlXW3KFPfTo0yA,124.75,-43.5,95.5,-49,27.75,-7,14.5,-6,8.5,-7,35,2.5,3.564285714,-1.242857143,2.728571429,-1.4,0.792857143,-0.2,0.414285714,-0.171428571,0.242857143,-0.2
O_Yi95nUeeqSudiMlUfttQ,153.125,-115.75,110.5,-147.75,53.5,-13,20,-10,17.5,-10,116,2.5,1.320043103,-0.997844828,0.952586207,-1.273706897,0.461206897,-0.112068966,0.172413793,-0.086206897,0.150862069,-0.086206897
O0zyXuEw_aojAK5ILW6WJA,273.8125,-139,134,-55.25,52.75,-21.5,47.5,-13,16.875,-10,62,3.5,4.416330645,-2.241935484,2.161290323,-0.891129032,0.850806452,-0.346774194,0.766129032,-0.209677419,0.272177419,-0.161290323
o1FLiGssn5Wxc_POWSuZZA,21.5,-18.5,39,-24.5,4.5,-9.5,1,0,7.5,-1,16,3,1.34375,-1.15625,2.4375,-1.53125,0.28125,-0.59375,0.0625,0,0.46875,-0.0625
O1TvPrgkK2bUo5O5aSZ7lw,1159,-889.875,867.5,-825,331.75,-249.5,248.25,-111.75,239.5,-95,627,3.5,1.848484848,-1.419258373,1.383572568,-1.315789474,0.529106858,-0.397926635,0.395933014,-0.178229665,0.381977671,-0.151515152
o4gB1zWiCHgbjq-tNFRW-g,185.375,-42.375,169,-22.5,43.375,-3,14.5,-5.5,21,-5,56,3.5,3.310267857,-0.756696429,3.017857143,-0.401785714,0.774553571,-0.053571429,0.258928571,-0.098214286,0.375,-0.089285714
o5t33JVLpZWf269AEPB95Q,276,-174.75,266,-85.75,83,-34.5,55,-6,43.5,-13,95,3.5,2.905263158,-1.839473684,2.8,-0.902631579,0.873684211,-0.363157895,0.578947368,-0.063157895,0.457894737,-0.136842105
O6y47a9UtySaWg3QMx41iQ,27.25,-6.5,13.5,-3,5.75,-4,3.25,-1,7,0,11,3.5,2.477272727,-0.590909091,1.227272727,-0.272727273,0.522727273,-0.363636364,0.295454545,-0.090909091,0.636363636,0
o7fdfZeYiSIy1gfTZeDu2A,73,-29,70.75,-42.75,26,-9.5,12,-6,10,-5,43,3,1.697674419,-0.674418605,1.645348837,-0.994186047,0.604651163,-0.220930233,0.279069767,-0.139534884,0.23255814,-0.11627907
OB8vZCzHXv9ZyKLTJe2K3g,35.25,-34,32.25,-37,12.75,-15.75,9,-5,8.5,-3,22,2,1.602272727,-1.545454545,1.465909091,-1.681818182,0.579545455,-0.715909091,0.409090909,-0.227272727,0.386363636,-0.136363636
OBW5Yw9LVQwe2Bem5oM7ng,26.25,-7,26.25,-7,16,-3,5.5,0,4,-4,19,3.5,1.381578947,-0.368421053,1.381578947,-0.368421053,0.842105263,-0.157894737,0.289473684,0,0.210526316,-0.210526316
OCnxN6lO64Gr3wYAHA12tQ,71.75,-33,78.5,-49.5,28,-16.5,14,-3.5,3.5,-4,44,3,1.630681818,-0.75,1.784090909,-1.125,0.636363636,-0.375,0.318181818,-0.079545455,0.079545455,-0.090909091
odhwxNT5Y1qWB8v_rdmS6Q,73,-48,66.75,-17.5,16,-10.5,10.5,-1,6.25,-4,26,4,2.807692308,-1.846153846,2.567307692,-0.673076923,0.615384615,-0.403846154,0.403846154,-0.038461538,0.240384615,-0.153846154
oEXk0ygEurbAiodWP6BmfA,18,-7,15,-10,3.5,-1,3,-5.5,1,-0.5,10,3.5,1.8,-0.7,1.5,-1,0.35,-0.1,0.3,-0.55,0.1,-0.05
oH3V-79Cldz_6sWXi0yuoQ,59.375,-27.75,67.5,-16,10,-8,7,-3,15.75,-2,16,3,3.7109375,-1.734375,4.21875,-1,0.625,-0.5,0.4375,-0.1875,0.984375,-0.125
OiE0TLzbEATzIW8CbGWigA,89.75,-69,57,-36,23,-8,3,-5,8.5,-7,33,3,2.71969697,-2.090909091,1.727272727,-1.090909091,0.696969697,-0.242424242,0.090909091,-0.151515152,0.257575758,-0.212121212
Oj4PqiXtPTd4kZdI5aG1uw,137.375,-138,123.875,-73.25,38,-30,32.5,-11.5,31.875,-11,63,3.5,2.180555556,-2.19047619,1.966269841,-1.162698413,0.603174603,-0.476190476,0.515873016,-0.182539683,0.505952381,-0.174603175
